M2.POPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.PIPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  D2A  D3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.PAPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  D1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    - 
M2.PUPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  D1A  D2A  D3A  D4A  D5A   -   C1B  C2B  C3B  C4B   -    - 
M2.POP1    -3   C1   C2   C3   -  PO4  P1   -   -  GL1  GL2  C1A  C2A  D3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.POP2    -5   C1   C2   C3   -  PO4  P1  P2   -  GL1  GL2  C1A  C2A  D3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.POP3    -7   C1   C2   C3   -  PO4  P1  P2  P3  GL1  GL2  C1A  C2A  D3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
; Templates using the old lipid names and definitions
M2o.PI     -1   C1   C2   C3   -  CP    -   -   -  GL1  GL2  C1A  C2A  C3A  C4A   -    -   CU1  CU2  CU3  CU4  CU5   - 
M2o.PI34   -5   C1   C2   C3   -  CP   PO1 PO2  -  GL1  GL2  C1A  C2A  C3A  C4A   -    -   CU1  CU2  CU3  CU4  CU5   - 


[ IPC ]
; Prototopology for IPC yeast lipid: MIP2C2OH MIPC2OH IPC2OH
;
; 3-1-4-7-6
; |/     \|
; 2      5
;        |
;        9-8-11-12--14-15-16-17-18-19
;        \ |     |
;         10    13--20-21-22-23-24-25
;
       1   .5    1    1   .5    1    1   0    0   .5    0    0   .5    0    0    0    0    0    0    1    1    1    1    1    1
       0    0    0    0    0    0    0   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
      12   13   13   11    9    9   10   8    9    8    7    6    6    5    4    3    2    1    0    5    4    3    2    1    0
;      1    2    3    4    5    6    7   8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25
; Martini 2 types:
M2.PXI2   0  H31  H32  H33  H3P  H21  H22  H23 H11  H12  H13  PO4  AM1  AM2  O1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B  C5B  C6B
M2.BXI2   0  H31  H32  H33  H3P  H21  H22  H23 H11  H12  H13  PO4  AM1  AM2  O1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B  C5B  C6B
M2.PXI1   0   -    -    -    -   H21  H22  H23 H11  H12  H13  PO4  AM1  AM2  O1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B  C5B  C6B
M2.PXI0   0   -    -    -    -    -    -    -  H11  H12  H13  PO4  AM1  AM2  O1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B  C5B  C6B

[ glycolipids ]
; Prototopology for longer and branched glycosil and ceramide based glycolipids
;
;     17-15-14-16
;         |/
;        13
;         |
; 12-10-9-7-6-4-3-1--18--20-21-22-23-24-25
;  |/   |/  |/  |/    |
;  11   8   5   2    19--26-27-28-29-30-31
;
        0   .5    0    0   .5   0   0  .5   0     0    .5     0     0     0    0     0     0    0   .5    0    0    0    0    0    0    1    1    1    1    1    1
        0    0    0    0    0   0   0   0   0     0     0     0    .5     1    1     1     1    0    0    0    0    0    0    0    0    0    0    0    0    0    0
        7    8    8    9   10  10  11  12  12    13    14    14    11    10   11     9    12    6    6    5    4    3    2    1    0    5    4    3    2    1    0
;       1    2    3    4    5   6   7   8   9    10    11    12    13    14   15    16    17   18   19   20   21   22   23   24   25   26   27   28   29   30   31
; Martini 2 types:
M2.DPG1  -1   GM1  GM2  GM3  GM4  GM5 GM6 GM7 GM8 GM9  GM10  GM11  GM12  GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B   -    - 
M2.DBG1  -1   GM1  GM2  GM3  GM4  GM5 GM6 GM7 GM8 GM9  GM10  GM11  GM12  GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B  C5B   - 
M2.DXG1  -1   GM1  GM2  GM3  GM4  GM5 GM6 GM7 GM8 GM9  GM10  GM11  GM12  GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A  C4A  C5A   -   C1B  C2B  C3B  C4B  C5B  C6B
M2.PNG1  -1   GM1  GM2  GM3  GM4  GM5 GM6 GM7 GM8 GM9  GM10  GM11  GM12  GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A   -    -    -   C1B  C2B  C3B  D4B  C5B  C6B
M2.XNG1  -1   GM1  GM2  GM3  GM4  GM5 GM6 GM7 GM8 GM9  GM10  GM11  GM12  GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A  C4A  C5A   -   C1B  C2B  C3B  D4B  C5B  C6B
M2.DPG3  -1   GM1  GM2  GM3  GM4  GM5 GM6  -   -   -    -     -     -    GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B   -    - 
M2.DXG3  -1   GM1  GM2  GM3  GM4  GM5 GM6  -   -   -    -     -     -    GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A  C4A  C5A   -   C1B  C2B  C3B  C4B  C5B  C6B
M2.PNG3  -1   GM1  GM2  GM3  GM4  GM5 GM6  -   -   -    -     -     -    GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A   -    -    -   C1B  C2B  C3B  D4B  C5B  C6B
M2.XNG3  -1   GM1  GM2  GM3  GM4  GM5 GM6  -   -   -    -     -     -    GM13  GM14 GM15  GM16  GM17  AM1  AM2  T1A  C2A  C3A  C4A  C5A   -   C1B  C2B  C3B  D4B  C5B  C6B
M2.DPCE   0    -    -    -    -    -   -   -   -   -     -     -     -     -     -    -     -     -   AM1  AM2  T1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B   -    - 
M2.DPGS   0   C1   C2   C3    -    -   -   -   -   -     -     -     -     -     -    -     -     -   AM1  AM2  T1A  C2A  C3A   -    -    -   C1B  C2B  C3B  C4B   -    - 
M2.DPMG   0   C1   C2   C3    -    -   -   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.DPSG   0   S1   C1   C2   C3    -   -   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.DPGG   0  GB2  GB3  GB1  GA1  GA2 GA3   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
; lipids for thylakoid membrane of cyanobacteria: oleoyl tail at sn1 and palmiotyl chain at sn2. SQDG no double bonds
M2.OPMG   0  C1   C2   C3    -    -   -   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  D2B  C3B  C4B   -    - 
M2.OPSG   0  S1   C1   C2   C3    -   -   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  D2B  C3B  C4B   -    - 
M2.OPGG   0 GB2  GB3  GB1   GA1  GA2 GA3  -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  D2B  C3B  C4B   -    - 
; lipids for thylakoid membrane of spinach: for the *T both chains are triple unsaturated and the *G have a triple unsaturated chain at sn1 and a palmitoyl chain at sn2.
M2.FPMG   0  C1   C2   C3    -    -   -   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  D2B  D3B  D4B   -    - 
M2.DFMG   0  C1   C2   C3    -    -   -   -   -   -     -     -     -     -     -    -     -     -   GL1  GL2  C1A  D2A  D3A  D4A   -    -   C1B  D2B  D3B  D4B   -    - 
